COD_ORGAO, SGL_ORGAO, MES, ANO, COD_UNIDADE_GOV, SGL_UNIDADE_GOV, COD_FONTE_RECURSO, NOM_FONTE_RECURSO, COD_NATUREZA, VL_ARRECADADA 
"32201","ADEMA","1","2017","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","16001400","232866.91"
"32201","ADEMA","1","2017","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","19199900","119009.02"
"01000","ALESE","1","2017","011011","ALESE          ","101000000","Tesouro - Recursos Ordinários","19220700","107.63"
"23000","CBM/SE","1","2017","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16001305","316.94"
"23000","CBM/SE","1","2017","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","11219904","8019.56"
"23000","CBM/SE","1","2017","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16001303","198658.42"
"23000","CBM/SE","1","2017","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16001400","462541.78"
"23000","CBM/SE","1","2017","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16009902","7838.03"
"23000","CBM/SE","1","2017","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","13250299","22336.31"
"23000","CBM/SE","1","2017","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","19191500","33877.02"
"26301","CEHOP","1","2017","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13190000","667766.27"
"26301","CEHOP","1","2017","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13250299","20963.35"
"26301","CEHOP","1","2017","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","19229900","37747.26"
"26301","CEHOP","1","2017","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","16001399","7952.36"
"17302","CODERSE","1","2017","173021","CODERSE        ","270000000","Recursos Diretamente Arrecadados","16002700","52471.81"
"19301","CODISE","1","2017","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13110000","265825.13"
"19301","CODISE","1","2017","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13250299","74599.3"
"19301","CODISE","1","2017","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","19229900","818.28"
"19301","CODISE","1","2017","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13190000","461716.08"
"22201","DETRAN","1","2017","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16001305","714489.98"
"22201","DETRAN","1","2017","222011","DETRAN         ","250000000","Recursos de Patrocínios","17300100","62084.07"
"22201","DETRAN","1","2017","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16001400","6246557.07"
"22201","DETRAN","1","2017","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","19191500","340162.15"
"22201","DETRAN","1","2017","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16001399","500000"
"22201","DETRAN","1","2017","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16009902","543967.09"
"28000","DPE","1","2017","281011","DPE            ","101000327","Contrapartida do Convênio ESTRUTURAÇÃO E FORTALECIMENTO DO NÚCLEO E - 00004.002651/2012-46","13250199","88.83"
"28000","DPE","1","2017","281011","DPE            ","101000325","Contrapartida do Convênio PROJETO IMPLANTAÇÃO DO NÚCLEO DE ATENDIME - 038/2012","13250199","38.05"
"28000","DPE","1","2017","281011","DPE            ","101000326","Contrapartida do Convênio AMPLIAÇÃO DE CONSOLIDAÇÃO DA REDE DE SERV - 0036.000761/2012-04","13250199","50.86"
"28000","DPE","1","2017","281011","DPE            ","270000000","Recursos Diretamente Arrecadados","19900202","458.73"
"28000","DPE","1","2017","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","13250299","4831.96"
"28000","DPE","1","2017","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","19900202","11999.23"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","13110000","250"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","101005076","Contrapartida do Convênio FORTALECER AS AÇÕES DE ASSISTÊNCIA TÉCNIC - 823321/2015","13250199","0.01"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","13250299","33.67"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","16001700","72972.29"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","101005075","Contrapartida do Convênio FORTALECER AS COMPETÊNCIAS JÁ EXISTENTES  - 821910/2015","13250199","89.95"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","120000281","Contrapartida do Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764131/2011","13250199","25.8"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","224005043","Convênio UNIDADE MÓVEL DE CADASTRO E REGULARIZAÇÃO - 781036/2012","13250199","4904.32"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","224005067","Convênio CADASTRO DE TERRAS E REGULARIZAÇÃO FUNDIÁ - 825804/2015","13250199","2.89"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","224005075","Convênio FORTALECER AS COMPETÊNCIAS JÁ EXISTENTES  - 821910/2015","13250199","4714.97"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","224005085","Convênio MUDAS FRUTÍFERAS - 811708/2014","13250199","0.15"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","224000181","Convênio EMBRAPA/PAC/EMDAGRO - 10200.10/0261-3","13250199","13.08"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","224000188","Convênio INCRA/FUNDIARIA/EMDAGRO -","13250199","42397.26"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","224000280","Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764137/2011","13250199","9217.17"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","224000281","Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764131/2011","13250199","1352.63"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","120000188","Contrapartida do Convênio INCRA/FUNDIARIA/EMDAGRO -","13250199","808.79"
"17301","EMDAGRO","1","2017","173011","EMDAGRO        ","120000280","Contrapartida do Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764137/2011","13250199","175.83"
"19302","EMSETUR","1","2017","193021","EMSETUR        ","120000014","Contrapartida do Convênio EXECUÇÃO DO PLANO DE MARKETING DO DESTINO - 724578/2009","13250199","765.7"
"19302","EMSETUR","1","2017","193021","EMSETUR        ","270000000","Recursos Diretamente Arrecadados","13250199","141.89"
"19302","EMSETUR","1","2017","193021","EMSETUR        ","270000000","Recursos Diretamente Arrecadados","13110000","31610.9"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000363","Convênio PROGRAMA DE APOIO À INOVAÇÃO TECNOLÓGICA  - 01.13.0160.00","13250199","184.81"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","120000054","Contrapartida do Convênio PROGRAMA APOIO A NUCLEOS EMERGENTES DE PE - 746740/2010","13250199","541.93"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","120000055","Contrapartida do Convênio PROGRAMA DE INFRA-ESTRUTURA PARA JOVENS P - 739182/2010","13250199","417.21"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","120000351","Contrapartida do Convênio GESTÃO COMPARTILHADA EM SAÚDE (PPSUS) - 61.0019/2012-0","13250199","104.66"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","120000363","Contrapartida do Convênio PROGRAMA DE APOIO À INOVAÇÃO TECNOLÓGICA  -","13250199","253.65"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","101000362","Contrapartida do Convênio PROGRAMA DE APOIO À INOVAÇÃO NAS EMPRESAS - 0513016100","13250199","30.4"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","105000053","Contrapartida do Convênio PROGRAMA DE APOIO A NUCLEO DE EXCELENCIA- - 700417/2008","13250199","586.51"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","105000058","Contrapartida do Convênio AÇÃO TRANSVERSAL ESTRUTURANTE - 2008 - 01.08.0498.00","13250199","3947.07"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224005062","Convênio PRONEM - 794017/2013","13250199","6466.52"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224005063","Convênio PPP - 794043/2013","13250199","5500.65"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000053","Convênio PROGRAMA DE APOIO A NUCLEO DE EXCELENCIA- - 700417/2008","13250199","89"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000054","Convênio PROGRAMA APOIO A NUCLEOS EMERGENTES DE PE - 746740/2010","13250199","299.78"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000054","Convênio PROGRAMA APOIO A NUCLEOS EMERGENTES DE PE - 746740/2010","19229900","23310.57"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000055","Convênio PROGRAMA DE INFRA-ESTRUTURA PARA JOVENS P - 739182/2010","19229900","9820.44"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000055","Convênio PROGRAMA DE INFRA-ESTRUTURA PARA JOVENS P - 739182/2010","13250199","130.23"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000058","Convênio AÇÃO TRANSVERSAL ESTRUTURANTE - 2008 - 01.08.0498.00","13250199","20597.76"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000351","Convênio GESTÃO COMPARTILHADA EM SAÚDE (PPSUS) - 61.0019/2012-0","13250199","251.55"
"19203","FAPITEC","1","2017","192031","FAPITEC        ","224000362","Convênio PROGRAMA DE APOIO À INOVAÇÃO NAS EMPRESAS - 0513016100","13250199","526.82"
"15401","FDRH","1","2017","154011","FDRH           ","270000000","Recursos Diretamente Arrecadados","16009902","24586"
"15401","FDRH","1","2017","154011","FDRH           ","270000000","Recursos Diretamente Arrecadados","13250299","19074.11"
"24403","FEAS","1","2017","244031","FEAS           ","229000000","Transferência de Recursos do FNAS","13250110","26828.35"
"24403","FEAS","1","2017","244031","FEAS           ","229000000","Transferência de Recursos do FNAS","13250199","331.51"
"24403","FEAS","1","2017","244031","FEAS           ","229000000","Transferência de Recursos do FNAS","17213400","1223452.8"
"14401","FEHIS","1","2017","144011","FHIS           ","130000000","Recursos para o Fundo de Combate a Pobreza","13250299","1792.55"
"14401","FEHIS","1","2017","144011","FHIS           ","224000226","Convênio PAC/FNHIS - 233633-60/2007","13250199","1043.3"
"14401","FEHIS","1","2017","144011","FHIS           ","224000239","Convênio FNHIS - 249932-23/2008","13250199","3394.86"
"14401","FEHIS","1","2017","144011","FHIS           ","224000224","Convênio FHIS - 233.627-82/2007","13250199","614.23"
"14401","FEHIS","1","2017","144011","FHIS           ","224000225","Convênio FNHIS - 233.631-41/2007","13250199","2009.53"
"14401","FEHIS","1","2017","144011","FHIS           ","224000241","Convênio FNHIS - 251202-32/2008","13250199","8858.82"
"14401","FEHIS","1","2017","144011","FHIS           ","224000233","Convênio FNHIS - 249925-31/2008","13250199","1553.03"
"14401","FEHIS","1","2017","144011","FHIS           ","224000234","Convênio FNHIS - 249926-45/2008","13250199","3876.39"
"14401","FEHIS","1","2017","144011","FHIS           ","224000235","Convênio FNHIS - 249927-50/2008","24719900","44433.95"
