COD_ORGAO, SGL_ORGAO, MES, ANO, COD_UNIDADE_GOV, SGL_UNIDADE_GOV, COD_FONTE_RECURSO, NOM_FONTE_RECURSO, COD_NATUREZA, VL_ARRECADADA 
"32201","ADEMA","1","2016","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","16001400","206464.44"
"32201","ADEMA","1","2016","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","19199900","11494.01"
"23000","CBM/SE","1","2016","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16009902","6255.72"
"23000","CBM/SE","1","2016","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16001303","172932.09"
"23000","CBM/SE","1","2016","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","13250299","12976.53"
"23000","CBM/SE","1","2016","231011","CBM            ","224000259","Convênio AEROPORTUÁRIA - 0008-CI/2011-0016","13250199","29437.56"
"23000","CBM/SE","1","2016","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16001305","85862.85"
"23000","CBM/SE","1","2016","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","19191500","289959.51"
"26301","CEHOP","1","2016","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13190000","518319.08"
"26301","CEHOP","1","2016","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13250299","2324.4"
"26301","CEHOP","1","2016","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","16001399","9929.47"
"26301","CEHOP","1","2016","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","19909999","2214.94"
"19301","CODISE","1","2016","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","19909999","263.13"
"19301","CODISE","1","2016","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13110000","290963.43"
"19301","CODISE","1","2016","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13190000","155792.93"
"19301","CODISE","1","2016","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13250299","21028.4"
"26203","DER","1","2016","262031","DER/SE         ","270000000","Recursos Diretamente Arrecadados","13250299","3629.38"
"22201","DETRAN","1","2016","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16001400","5788536.77"
"22201","DETRAN","1","2016","222011","DETRAN         ","250000000","Recursos de Patrocínios","17300100","57160.74"
"28000","DPE","1","2016","281011","DPE            ","101000325","Contrapartida do Convênio PROJETO IMPLANTAÇÃO DO NÚCLEO DE ATENDIME - 038/2012","13250199","37.79"
"28000","DPE","1","2016","281011","DPE            ","101000326","Contrapartida do Convênio AMPLIAÇÃO DE CONSOLIDAÇÃO DA REDE DE SERV - 0036.000761/2012-04","13250199","50.52"
"28000","DPE","1","2016","281011","DPE            ","101000327","Contrapartida do Convênio ESTRUTURAÇÃO E FORTALECIMENTO DO NÚCLEO E - 00004.002651/2012-46","13250199","88.3"
"28000","DPE","1","2016","281011","DPE            ","101000000","Tesouro - Recursos Ordinários","19220700","415"
"28000","DPE","1","2016","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","19900202","7201.5"
"28000","DPE","1","2016","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","13250299","5001.38"
"28000","DPE","1","2016","281011","DPE            ","270000000","Recursos Diretamente Arrecadados","19900202","1832.76"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","224000178","Convênio EMBRAPA/OEPAS/PAC/EMDAGRO - 724370/2009","13250199","5.14"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","120000280","Contrapartida do Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764137/2011","13250199","164.54"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","120000188","Contrapartida do Convênio INCRA/FUNDIARIA/EMDAGRO -","13250199","156.73"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","120005032","Contrapartida do Convênio ESTRUTURAÇÃO DAS UNIDADES OPERATIVAS - 797215/2013","13250199","11.26"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","224000281","Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764131/2011","13250199","1271.09"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","224000280","Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764137/2011","13250199","8625.02"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","13250299","200.32"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","16001700","72506.63"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","13110000","250"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","224005032","Convênio ESTRUTURAÇÃO DAS UNIDADES OPERATIVAS - 797215/2013","13250199","590.01"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","224005043","Convênio UNIDADE MÓVEL DE CADASTRO E REGULARIZAÇÃO - 781036/2012","13250199","4488.91"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","120000281","Contrapartida do Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764131/2011","13250199","24.25"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","224000181","Convênio EMBRAPA/PAC/EMDAGRO - 10200.10/0261-3","13250199","4780.39"
"17301","EMDAGRO","1","2016","173011","EMDAGRO        ","224000188","Convênio INCRA/FUNDIARIA/EMDAGRO -","13250199","8215.9"
