COD_ORGAO, SGL_ORGAO, MES, ANO, COD_UNIDADE_GOV, SGL_UNIDADE_GOV, COD_FONTE_RECURSO, NOM_FONTE_RECURSO, COD_NATUREZA, VL_ARRECADADA 
"32201","ADEMA","1","2022","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","13210101","39.12"
"32201","ADEMA","1","2022","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","19110611","12014"
"32201","ADEMA","1","2022","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","16110301","321312.57"
"13201","AGRESE","1","2022","132011","AGRESE         ","270000000","Recursos Diretamente Arrecadados","11210101","354336.23"
"13201","AGRESE","1","2022","132011","AGRESE         ","270000000","Recursos Diretamente Arrecadados","13210101","35254.17"
"23000","CBM/SE","1","2022","231011","CBM            ","285000000","Recursos vinculados ao SPSM","12155211","564842.95"
"23000","CBM/SE","1","2022","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","11220101","785459.53"
"23000","CBM/SE","1","2022","231011","CBM            ","285000000","Recursos vinculados ao SPSM","12155231","40244.98"
"23000","CBM/SE","1","2022","231011","CBM            ","285000000","Recursos vinculados ao SPSM","12155221","280866.96"
"23000","CBM/SE","1","2022","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","11220102","944.32"
"23000","CBM/SE","1","2022","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","19110101","33789.44"
"23000","CBM/SE","1","2022","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","13210101","79709.05"
"26301","CEHOP","1","2022","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13119901","109524.95"
"26301","CEHOP","1","2022","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13210101","555.81"
"26301","CEHOP","1","2022","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","16110101","1563"
"17302","CODERSE","1","2022","173021","CODERSE        ","270000000","Recursos Diretamente Arrecadados","13450101","316239.95"
"19301","CODISE","1","2022","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","19999921","1169873.82"
"19301","CODISE","1","2022","193011","CODISE         ","293000000","Alienação de Bens","22210101","125836.63"
"19301","CODISE","1","2022","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13110111","125670.09"
"19301","CODISE","1","2022","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","19229901","200.07"
"19301","CODISE","1","2022","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13210101","316.58"
"26203","DER","1","2022","262031","DER/SE         ","270000000","Recursos Diretamente Arrecadados","11220101","24507.36"
"26203","DER","1","2022","262031","DER/SE         ","270000000","Recursos Diretamente Arrecadados","16999901","300"
"22201","DETRAN","1","2022","222011","DETRAN         ","250000000","Recursos de Patrocínios","17419901","50207.42"
"22201","DETRAN","1","2022","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","11220101","8718943.37"
"22201","DETRAN","1","2022","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","19110101","560480.5"
"28000","DPE","1","2022","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","13210101","3884.96"
"28000","DPE","1","2022","281011","DPE            ","101000000","Tesouro - Recursos Ordinários","13210101","74.22"
"28000","DPE","1","2022","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","19991221","13119.64"
"17301","EMDAGRO","1","2022","173011","EMDAGRO        ","224005043","Convênio UNIDADE MÓVEL DE CADASTRO E REGULARIZAÇÃO - 781036/2012","13210101","697.34"
