COD_ORGAO, SGL_ORGAO, MES, ANO, COD_UNIDADE_GOV, SGL_UNIDADE_GOV, COD_FONTE_RECURSO, NOM_FONTE_RECURSO, COD_NATUREZA, VL_ARRECADADA 
"32201","ADEMA","1","2019","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","19909911","68992.15"
"32201","ADEMA","1","2019","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","16100311","207377.47"
"23000","CBM/SE","1","2019","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16100311","544800.95"
"23000","CBM/SE","1","2019","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","19909911","9872.57"
"23000","CBM/SE","1","2019","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16100111","167898.1"
"23000","CBM/SE","1","2019","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","11220111","7752.95"
"23000","CBM/SE","1","2019","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","19100111","37922.06"
"26301","CEHOP","1","2019","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13210011","206.84"
"26301","CEHOP","1","2019","263011","CEHOP          ","101000000","Tesouro - Recursos Ordinários","19220611","3043"
"26301","CEHOP","1","2019","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13109911","457699.76"
"26301","CEHOP","1","2019","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","16100111","3458.25"
"26301","CEHOP","1","2019","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","19220611","1555.1"
"17302","CODERSE","1","2019","173021","CODERSE        ","270000000","Recursos Diretamente Arrecadados","13450111","433658.43"
"19301","CODISE","1","2019","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13100111","311360.27"
"19301","CODISE","1","2019","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","19229911","1143.75"
"19301","CODISE","1","2019","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","19219911","3155.37"
"19301","CODISE","1","2019","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13210011","41882.31"
"19301","CODISE","1","2019","193011","CODISE         ","293000000","Alienação de Bens","22200011","201643.31"
"19301","CODISE","1","2019","193011","CODISE         ","293000000","Alienação de Bens","13210011","11724.4"
"26203","DER","1","2019","262031","DER/SE         ","270000000","Recursos Diretamente Arrecadados","13900011","323.32"
"22201","DETRAN","1","2019","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16100311","9218484.22"
"22201","DETRAN","1","2019","222011","DETRAN         ","250000000","Recursos de Patrocínios","17481011","62074.41"
"22201","DETRAN","1","2019","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","19100111","444388.87"
"22201","DETRAN","1","2019","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16100111","37717.88"
"22201","DETRAN","1","2019","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16909911","277067.46"
"28000","DPE","1","2019","281011","DPE            ","101000000","Tesouro - Recursos Ordinários","13210011","46.91"
"28000","DPE","1","2019","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","13210011","3729.24"
"28000","DPE","1","2019","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","19901221","8444.02"
"17301","EMDAGRO","1","2019","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","19220611","9189"
"17301","EMDAGRO","1","2019","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","16100111","112097.1"
"17301","EMDAGRO","1","2019","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","13100111","250"
"17301","EMDAGRO","1","2019","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","13210011","306.83"
"17301","EMDAGRO","1","2019","173011","EMDAGRO        ","224005043","Convênio UNIDADE MÓVEL DE CADASTRO E REGULARIZAÇÃO - 781036/2012","13210011","600.69"
"17301","EMDAGRO","1","2019","173011","EMDAGRO        ","120000188","Contrapartida do Convênio INCRA/FUNDIARIA/EMDAGRO -","13210011","28.2"
"17301","EMDAGRO","1","2019","173011","EMDAGRO        ","101005075","Contrapartida do Convênio FORTALECER AS COMPETÊNCIAS JÁ EXISTENTES  - 821910/2015","13210011","3.35"
