COD_ORGAO, SGL_ORGAO, MES, ANO, COD_UNIDADE_GOV, SGL_UNIDADE_GOV, COD_FONTE_RECURSO, NOM_FONTE_RECURSO, COD_NATUREZA, VL_ARRECADADA 
"32201","ADEMA","1","2021","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","16100311","322752.63"
"32201","ADEMA","1","2021","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","13210011","11.62"
"32201","ADEMA","1","2021","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","19100611","2165"
"13201","AGRESE","1","2021","132011","AGRESE         ","270000000","Recursos Diretamente Arrecadados","13210011","5421.61"
"13201","AGRESE","1","2021","132011","AGRESE         ","270000000","Recursos Diretamente Arrecadados","11210111","308556.23"
"01000","ALESE","1","2021","011011","ALESE          ","101000000","Tesouro - Recursos Ordinários","13210011","16.08"
"23000","CBM/SE","1","2021","231011","CBM            ","285000000","Recursos vinculados ao SPSM","12180511","513409.41"
"23000","CBM/SE","1","2021","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","13210011","6619.43"
"23000","CBM/SE","1","2021","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","11280292","161.59"
"23000","CBM/SE","1","2021","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","19100111","18818.01"
"23000","CBM/SE","1","2021","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","11220111","980.11"
"23000","CBM/SE","1","2021","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","11280291","704580.22"
"26301","CEHOP","1","2021","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","11220111","1818.09"
"26301","CEHOP","1","2021","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13109911","204695.94"
"26301","CEHOP","1","2021","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13210011","8.75"
"26301","CEHOP","1","2021","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","19229911","6328.08"
"26301","CEHOP","1","2021","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","16100111","3058"
"17302","CODERSE","1","2021","173021","CODERSE        ","270000000","Recursos Diretamente Arrecadados","13450111","358315.04"
"19301","CODISE","1","2021","193011","CODISE         ","293000000","Alienação de Bens","22200011","628883.48"
"19301","CODISE","1","2021","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13210011","242.27"
"19301","CODISE","1","2021","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","19229911","148.04"
"19301","CODISE","1","2021","193011","CODISE         ","270000000","Recursos Diretamente Arrecadados","13100111","105025.46"
"26203","DER","1","2021","262031","DER/SE         ","120000000","Royalties - Recursos Naturais","19220611","3273.47"
"26203","DER","1","2021","262031","DER/SE         ","101000000","Tesouro - Recursos Ordinários","19220611","264"
"26203","DER","1","2021","262031","DER/SE         ","270000000","Recursos Diretamente Arrecadados","19219911","8746.61"
"26203","DER","1","2021","262031","DER/SE         ","270000000","Recursos Diretamente Arrecadados","13210011","180.09"
"26203","DER","1","2021","262031","DER/SE         ","270000000","Recursos Diretamente Arrecadados","11280291","36477.67"
"22201","DETRAN","1","2021","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16100111","11101.14"
"22201","DETRAN","1","2021","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","19100111","278577.15"
"22201","DETRAN","1","2021","222011","DETRAN         ","250000000","Recursos de Patrocínios","17481011","110580.17"
"22201","DETRAN","1","2021","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","16909911","17299.67"
"22201","DETRAN","1","2021","222011","DETRAN         ","270000000","Recursos Diretamente Arrecadados","11280291","9388149.2"
"28000","DPE","1","2021","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","13210011","899.71"
"28000","DPE","1","2021","281011","DPE            ","101000000","Tesouro - Recursos Ordinários","13210011","1.13"
"28000","DPE","1","2021","284011","FUNDEPES       ","270000000","Recursos Diretamente Arrecadados","19901221","9354.72"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","120000281","Contrapartida do Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764131/2011","13210011","44.41"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","224000281","Convênio FOTOCADASTRAR IMOVEIS RURAIS/MDA - 764131/2011","13210011","162.93"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","13210011","0.35"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","11280191","261681.17"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","13100111","250"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","11280192","135"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","224005167","Convênio ATER - 893861/2019","24181091","1000000"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","224005106","Convênio PACTO NACONAL PELA ATER - 13/2017","13210011","1101.77"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","224005110","Convênio ATER - 856015/2017","13210011","152.45"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","224005111","Convênio ATER - 846843/2017","13210011","172.75"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","224005166","Convênio DEFESA AGROPECUÁRIA - 891284/2019","13210011","0.08"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","224005167","Convênio ATER - 893861/2019","13210011","9.36"
"17301","EMDAGRO","1","2021","173011","EMDAGRO        ","270000000","Recursos Diretamente Arrecadados","14000011","7199.68"
"19302","EMSETUR","1","2021","193021","EMSETUR        ","120000014","Contrapartida do Convênio EXECUÇÃO DO PLANO DE MARKETING DO DESTINO - 724578/2009","13210011","1.07"
"19302","EMSETUR","1","2021","193021","EMSETUR        ","270000000","Recursos Diretamente Arrecadados","13210011","0.73"
"19302","EMSETUR","1","2021","193021","EMSETUR        ","270000000","Recursos Diretamente Arrecadados","13109911","9160.82"
"15401","FDRH","1","2021","154011","FDRH           ","270000000","Recursos Diretamente Arrecadados","16909911","77538"
"15401","FDRH","1","2021","154011","FDRH           ","270000000","Recursos Diretamente Arrecadados","13210011","1169.01"
"24403","FEAS","1","2021","244031","FEAS           ","229000000","Transferência de Recursos do FNAS","13210011","1125.74"
"14401","FEHIS","1","2021","144011","FHIS           ","130000000","Recursos para o Fundo de Combate a Pobreza","13210021","103.6"
"20401","FES","1","2021","204011","FES            ","223000296","Convênio HOSPITAL DE CANCER - 0374150-152011","13210011","52345.6"
"20401","FES","1","2021","204011","FES            ","223000340","Convênio REFORMA DO HEMOCENTRO CORRDENADOR - 0398986-28/2012","13210011","804.32"
"20401","FES","1","2021","204011","FES            ","223000365","Convênio TELESSAUDE - 45775/2011","13210011","58.59"
"20401","FES","1","2021","204011","FES            ","223005173","Convênio O HEMOLACEN - 727974/2009","13210011","37.84"
