COD_ORGAO, SGL_ORGAO, MES, ANO, COD_UNIDADE_GOV, SGL_UNIDADE_GOV, COD_FONTE_RECURSO, NOM_FONTE_RECURSO, COD_NATUREZA, VL_ARRECADADA 
"32201","ADEMA","1","2020","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","19220611","13.83"
"32201","ADEMA","1","2020","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","19100611","52733.16"
"32201","ADEMA","1","2020","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","16100311","1242854.8"
"32201","ADEMA","1","2020","322011","ADEMA          ","270000000","Recursos Diretamente Arrecadados","13210011","31.52"
"13201","AGRESE","1","2020","132011","AGRESE         ","270000000","Recursos Diretamente Arrecadados","13210011","7855.21"
"13201","AGRESE","1","2020","132011","AGRESE         ","270000000","Recursos Diretamente Arrecadados","11210111","286253.52"
"23000","CBM/SE","1","2020","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16100111","175440.22"
"23000","CBM/SE","1","2020","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","19100111","71498.95"
"23000","CBM/SE","1","2020","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16100311","489626.62"
"23000","CBM/SE","1","2020","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","13210011","2269.55"
"23000","CBM/SE","1","2020","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","11220111","9920.1"
"23000","CBM/SE","1","2020","231011","CBM            ","270000000","Recursos Diretamente Arrecadados","16909911","19662.97"
"26301","CEHOP","1","2020","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","13210011","126.08"
"26301","CEHOP","1","2020","263011","CEHOP          ","101000000","Tesouro - Recursos Ordinários","19220611","1646.55"
"26301","CEHOP","1","2020","263011","CEHOP          ","270000000","Recursos Diretamente Arrecadados","16100111","2845.89"
"17302","CODERSE","1","2020","173021","CODERSE        ","270000000","Recursos Diretamente Arrecadados","13450111","342495.31"
"19301","CODISE","1","2020","193011","CODISE         ","293000000","Alienação de Bens","13109911","12631"
"19301","CODISE","1","2020","193011","CODISE         ","293000000","Alienação de Bens","13210011","19.78"
"19301","CODISE","1","2020","193011","CODISE         ","293000000","Alienação de Bens","22200011","329752.49"
"19301","CODISE","1","2020","193011","CODISE         ","293000000","Alienação de Bens","19909911","26250"
